District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph)
Sangareddy,Gummadidala,03-Jun-21,63.8,21.1,35.6,43.5,98.6,0.0,4.0
Sangareddy,Gummadidala,04-Jun-21,0.0,22.6,32.2,56.3,98.4,0.0,4.4
Sangareddy,Gummadidala,05-Jun-21,9.4,21.8,33.7,51.3,96.2,0.0,7.2
Sangareddy,Gummadidala,06-Jun-21,10.4,22.1,35.3,45.8,96.6,0.0,11.8
Sangareddy,Gummadidala,07-Jun-21,0.0,23.8,33.6,51.9,95.6,0.0,3.5
Sangareddy,Gummadidala,08-Jun-21,0.0,22.8,35.5,50.2,92.7,0.0,6.8
Sangareddy,Gummadidala,09-Jun-21,8.4,22.5,36.1,44.0,95.2,0.0,5.4
Sangareddy,Gummadidala,10-Jun-21,0.0,22.4,29.5,72.5,91.7,0.0,3.8
Sangareddy,Gummadidala,11-Jun-21,50.9,20.7,31.5,62.2,100.0,0.0,7.4
Sangareddy,Gummadidala,12-Jun-21,1.9,21.8,28.6,72.4,95.6,0.0,3.7
Sangareddy,Gummadidala,13-Jun-21,0.0,22.1,30.6,67.5,93.5,0.0,9.2
Sangareddy,Gummadidala,14-Jun-21,10.8,21.1,32.7,59.1,98.5,0.0,5.9
Sangareddy,Gummadidala,15-Jun-21,0.0,22.2,30.8,72.7,99.2,0.0,9.2
Sangareddy,Gummadidala,16-Jun-21,11.3,22.8,31.7,65.8,100.0,0.0,12.3
Sangareddy,Gummadidala,17-Jun-21,0.4,22.5,30.9,66.1,93.1,0.0,1.5
Sangareddy,Gummadidala,18-Jun-21,0.3,23.2,31.7,61.5,92.3,0.0,3.7
Sangareddy,Gummadidala,19-Jun-21,9.1,21.6,30.5,67.5,97.5,0.0,2.9
Sangareddy,Gummadidala,20-Jun-21,0.0,22.0,31.4,64.1,91.1,0.0,3.4
Sangareddy,Gummadidala,21-Jun-21,0.0,21.0,32.9,53.0,90.0,0.0,7.2
Sangareddy,Gummadidala,22-Jun-21,0.0,23.3,32.5,52.1,86.8,0.0,3.2
Sangareddy,Gummadidala,23-Jun-21,0.7,22.8,32.6,54.0,90.5,0.0,2.2
Sangareddy,Gummadidala,24-Jun-21,0.0,22.8,31.4,59.8,91.8,0.0,1.9
Sangareddy,Gummadidala,25-Jun-21,0.0,22.3,28.1,72.4,92.3,0.0,4.3
Sangareddy,Gummadidala,26-Jun-21,0.0,23.4,30.5,64.6,86.3,0.0,2.7
Sangareddy,Gummadidala,27-Jun-21,4.1,22.2,32.7,59.0,97.9,0.0,6.5
Sangareddy,Gummadidala,28-Jun-21,7.3,21.8,28.4,79.3,98.6,0.0,2.8
Sangareddy,Gummadidala,29-Jun-21,0.0,21.7,31.8,69.3,97.8,0.0,2.9
Sangareddy,Gummadidala,30-Jun-21,4.8,23.2,35.7,54.4,98.1,0.0,3.2
Sangareddy,Hathanoora,01-Jun-21,0.3,23.6,36.8,27.9,92.8,0.0,14.4
Sangareddy,Hathanoora,02-Jun-21,0.0,23.6,37.1,34.9,89.6,0.0,11.7
Sangareddy,Hathanoora,03-Jun-21,28.8,22.4,35.2,33.7,100.0,0.0,11.7
Sangareddy,Hathanoora,04-Jun-21,0.8,22.9,32.9,46.1,100.0,0.0,10.0
Sangareddy,Hathanoora,05-Jun-21,14.9,20.8,33.5,48.6,100.0,0.0,10.5
Sangareddy,Hathanoora,06-Jun-21,1.4,23.4,33.6,49.1,100.0,0.0,8.9
Sangareddy,Hathanoora,07-Jun-21,3.0,23.5,33.9,51.7,96.7,0.0,9.5
Sangareddy,Hathanoora,08-Jun-21,0.0,23.8,32.7,53.3,95.9,0.0,11.2
Sangareddy,Hathanoora,09-Jun-21,0.0,23.9,35.6,33.4,91.3,0.2,13.9
Sangareddy,Hathanoora,10-Jun-21,0.0,22.7,30.1,58.0,91.9,0.0,14.5
Sangareddy,Hathanoora,11-Jun-21,50.0,21.6,32.4,46.6,100.0,0.0,15.6
Sangareddy,Hathanoora,12-Jun-21,0.8,22.9,28.5,74.5,96.6,0.6,15.4
Sangareddy,Hathanoora,13-Jun-21,0.9,22.8,32.3,66.7,100.0,0.9,15.1
Sangareddy,Hathanoora,14-Jun-21,53.0,21.4,32.3,58.9,99.2,0.0,15.5
Sangareddy,Hathanoora,15-Jun-21,3.8,21.7,31.2,70.6,99.1,0.0,15.2
Sangareddy,Hathanoora,16-Jun-21,0.0,23.1,32.9,62.7,92.8,1.3,14.6
Sangareddy,Hathanoora,17-Jun-21,0.2,22.8,30.5,62.4,93.5,2.0,14.1
Sangareddy,Hathanoora,18-Jun-21,0.0,23.9,32.2,55.7,88.7,3.2,15.2
Sangareddy,Hathanoora,19-Jun-21,9.2,22.8,30.5,69.4,98.0,0.0,20.5
Sangareddy,Hathanoora,20-Jun-21,0.0,22.7,31.2,56.5,90.6,3.6,15.6
Sangareddy,Hathanoora,21-Jun-21,0.0,21.8,33.3,48.4,91.4,0.7,19.4
Sangareddy,Hathanoora,22-Jun-21,0.0,24.3,32.7,50.4,86.6,0.0,13.3
Sangareddy,Hathanoora,23-Jun-21,0.2,25.2,32.8,52.8,86.2,0.0,14.2
Sangareddy,Hathanoora,24-Jun-21,1.1,22.7,31.6,56.8,96.0,0.0,8.7
Sangareddy,Hathanoora,25-Jun-21,1.0,23.1,28.1,72.5,95.2,2.5,14.9
Sangareddy,Hathanoora,26-Jun-21,0.0,23.9,30.3,63.2,87.6,2.2,15.8
Sangareddy,Hathanoora,27-Jun-21,2.5,23.1,32.2,61.5,98.9,0.0,11.4
Sangareddy,Hathanoora,28-Jun-21,6.0,22.0,27.8,83.6,99.2,0.0,13.6
Sangareddy,Hathanoora,29-Jun-21,0.0,22.7,31.4,67.3,98.0,0.0,7.3
Sangareddy,Hathanoora,30-Jun-21,5.3,24.1,34.7,51.8,98.2,0.0,7.8
Sangareddy,Jharasangam,01-Jun-21,1.7,23.0,35.2,42.4,85.0,0.0,12.0
Sangareddy,Jharasangam,02-Jun-21,6.9,22.6,35.0,45.9,87.1,0.0,9.9
Sangareddy,Jharasangam,03-Jun-21,17.7,21.4,33.3,46.1,91.4,0.8,12.7
Sangareddy,Jharasangam,04-Jun-21,0.0,22.6,31.1,54.1,88.1,0.0,10.5
Sangareddy,Jharasangam,05-Jun-21,0.0,22.2,32.4,49.2,83.2,0.0,15.7
Sangareddy,Jharasangam,06-Jun-21,0.0,23.5,33.0,48.5,80.4,0.0,15.5
Sangareddy,Jharasangam,07-Jun-21,0.0,24.1,32.3,47.9,79.6,2.3,9.6
Sangareddy,Jharasangam,08-Jun-21,0.0,24.3,33.1,47.3,71.1,0.0,10.4
Sangareddy,Jharasangam,09-Jun-21,0.0,24.6,33.4,45.5,73.4,2.0,13.0
Sangareddy,Jharasangam,10-Jun-21,16.4,21.8,31.1,55.1,91.0,1.7,11.3
Sangareddy,Jharasangam,11-Jun-21,17.7,20.9,31.9,53.6,91.9,1.9,10.2
Sangareddy,Jharasangam,12-Jun-21,0.0,22.1,29.6,58.7,82.8,3.0,9.6
Sangareddy,Jharasangam,13-Jun-21,1.5,22.4,32.5,51.4,86.6,0.1,12.5
Sangareddy,Jharasangam,14-Jun-21,20.4,20.3,31.9,51.5,89.8,0.7,12.9
Sangareddy,Jharasangam,15-Jun-21,5.0,22.6,31.5,58.7,97.7,4.3,14.5
Sangareddy,Jharasangam,16-Jun-21,0.3,22.4,31.3,55.6,85.7,4.3,17.6
Sangareddy,Jharasangam,17-Jun-21,0.0,22.3,29.8,57.7,85.2,5.9,15.5
Sangareddy,Jharasangam,18-Jun-21,0.3,23.3,31.8,53.1,81.8,5.2,14.2
Sangareddy,Jharasangam,19-Jun-21,7.4,22.1,29.9,58.7,87.6,6.0,14.3
Sangareddy,Jharasangam,20-Jun-21,4.8,21.9,30.0,55.2,85.2,5.3,14.3
Sangareddy,Jharasangam,21-Jun-21,0.0,21.8,32.3,45.7,82.3,1.5,12.3
Sangareddy,Jharasangam,22-Jun-21,0.0,23.6,32.4,48.6,74.8,1.3,10.3
Sangareddy,Jharasangam,23-Jun-21,0.0,25.1,32.9,46.3,69.6,0.0,10.2
Sangareddy,Jharasangam,24-Jun-21,2.1,22.5,31.5,48.6,87.9,0.0,7.5
Sangareddy,Jharasangam,25-Jun-21,1.3,22.4,27.4,59.8,86.1,2.2,9.6
Sangareddy,Jharasangam,26-Jun-21,0.0,23.1,29.2,56.7,78.5,2.3,8.2
Sangareddy,Jharasangam,27-Jun-21,6.6,22.7,29.3,58.7,88.5,1.9,9.2
Sangareddy,Jharasangam,28-Jun-21,11.9,21.4,26.7,75.8,91.9,0.0,12.8
Sangareddy,Jharasangam,29-Jun-21,0.3,22.7,31.2,58.7,89.0,0.0,8.9
Sangareddy,Jharasangam,30-Jun-21,0.0,23.9,33.1,50.2,81.6,0.0,9.6
Sangareddy,Jinnaram,01-Jun-21,0.0,24.0,35.1,48.0,92.2,0.0,1.8
Sangareddy,Jinnaram,02-Jun-21,12.3,24.0,35.7,46.8,93.6,0.0,1.6
Sangareddy,Jinnaram,03-Jun-21,25.4,22.2,34.4,49.5,98.7,0.0,1.2
Sangareddy,Jinnaram,04-Jun-21,0.0,22.8,30.8,60.9,98.9,0.0,1.1
Sangareddy,Jinnaram,05-Jun-21,0.3,23.7,32.5,64.1,95.5,0.0,1.5
Sangareddy,Jinnaram,06-Jun-21,7.2,23.2,32.5,52.6,94.8,0.0,2.2
Sangareddy,Jinnaram,07-Jun-21,0.0,24.6,32.4,54.5,94.1,0.0,1.9
Sangareddy,Jinnaram,08-Jun-21,5.9,24.0,32.4,59.8,93.1,0.0,1.5
Sangareddy,Jinnaram,09-Jun-21,1.8,24.5,33.9,48.9,87.1,0.0,2.2
Sangareddy,Jinnaram,10-Jun-21,0.0,22.9,28.8,71.9,89.1,0.1,2.0
Sangareddy,Jinnaram,11-Jun-21,57.4,21.6,31.4,63.4,100.0,0.0,2.5
Sangareddy,Jinnaram,12-Jun-21,9.5,23.0,27.8,79.8,96.4,0.2,2.8
Sangareddy,Jinnaram,13-Jun-21,0.0,22.7,30.0,73.1,94.5,0.1,3.3
Sangareddy,Jinnaram,14-Jun-21,32.5,21.7,32.0,64.1,99.5,0.0,2.7
Sangareddy,Jinnaram,15-Jun-21,3.3,22.4,30.6,75.4,100.0,0.0,2.3
Sangareddy,Jinnaram,16-Jun-21,3.5,23.1,31.4,67.2,96.0,0.0,1.7
Sangareddy,Jinnaram,17-Jun-21,1.7,23.2,30.3,72.8,93.8,0.0,1.7
Sangareddy,Jinnaram,18-Jun-21,0.0,23.9,30.9,66.9,91.9,0.2,2.7
Sangareddy,Jinnaram,19-Jun-21,9.1,22.7,29.4,75.5,98.8,0.0,2.3
Sangareddy,Jinnaram,20-Jun-21,0.0,22.9,30.5,67.6,91.4,0.2,2.5
Sangareddy,Jinnaram,21-Jun-21,0.0,22.6,32.1,55.0,88.2,0.0,3.4
Sangareddy,Jinnaram,22-Jun-21,0.3,23.8,32.3,57.9,90.5,0.0,1.9
Sangareddy,Jinnaram,23-Jun-21,0.0,24.8,32.2,57.2,85.1,0.0,2.3
Sangareddy,Jinnaram,24-Jun-21,0.0,23.0,30.8,64.1,92.7,0.0,2.6
Sangareddy,Jinnaram,25-Jun-21,0.0,22.8,27.9,77.8,92.7,0.1,2.7
Sangareddy,Jinnaram,26-Jun-21,0.0,23.4,29.5,68.7,89.6,0.3,2.4
Sangareddy,Jinnaram,27-Jun-21,4.9,23.0,32.2,66.1,97.0,0.0,2.5
Sangareddy,Jinnaram,28-Jun-21,11.5,22.3,26.7,86.9,99.9,0.0,2.5
Sangareddy,Jinnaram,29-Jun-21,0.0,23.2,30.4,77.0,97.8,0.0,0.7
Sangareddy,Jinnaram,30-Jun-21,0.0,25.4,33.0,61.1,94.4,0.0,2.0
Sangareddy,Kalher,01-Jun-21,0.0,24.7,36.8,33.3,75.4,0.0,8.2
Sangareddy,Kalher,02-Jun-21,4.1,23.3,38.3,31.6,87.1,0.0,14.2
Sangareddy,Kalher,03-Jun-21,1.6,23.0,36.0,37.2,84.4,0.0,7.8
Sangareddy,Kalher,04-Jun-21,0.0,24.6,33.0,47.5,81.5,0.0,7.3
Sangareddy,Kalher,05-Jun-21,47.7,21.9,34.5,37.3,88.1,0.0,6.7
Sangareddy,Kalher,06-Jun-21,0.9,24.7,35.5,42.0,87.7,0.0,8.6
Sangareddy,Kalher,07-Jun-21,3.4,25.0,33.3,45.5,85.5,0.0,19.2
Sangareddy,Kalher,08-Jun-21,20.9,24.2,35.1,44.8,88.0,0.0,5.8
Sangareddy,Kalher,09-Jun-21,7.4,23.8,35.5,39.1,86.7,0.0,7.9
Sangareddy,Kalher,10-Jun-21,4.6,23.9,32.7,56.5,78.6,0.0,8.2
Sangareddy,Kalher,11-Jun-21,38.7,21.8,32.6,53.4,88.2,0.0,8.8
Sangareddy,Kalher,12-Jun-21,0.0,23.3,29.5,61.1,78.3,0.0,9.2
Sangareddy,Kalher,13-Jun-21,3.5,22.6,31.1,57.2,83.2,0.5,9.8
Sangareddy,Kalher,14-Jun-21,33.2,22.0,32.1,55.4,88.0,0.0,14.1
Sangareddy,Kalher,15-Jun-21,0.3,22.8,32.4,56.3,88.1,0.0,11.0
Sangareddy,Kalher,16-Jun-21,12.4,23.9,32.5,55.5,83.8,0.0,11.0
Sangareddy,Kalher,17-Jun-21,1.3,23.9,32.2,55.6,81.8,0.0,12.1
Sangareddy,Kalher,18-Jun-21,0.0,24.6,31.7,59.5,78.1,0.0,9.1
Sangareddy,Kalher,19-Jun-21,0.3,24.1,32.0,55.0,78.3,2.8,13.1
Sangareddy,Kalher,20-Jun-21,0.0,23.7,32.9,45.0,78.9,2.4,18.9
Sangareddy,Kalher,21-Jun-21,0.0,23.6,33.9,37.1,76.4,0.0,15.3
Sangareddy,Kalher,22-Jun-21,1.0,24.7,34.1,39.1,76.6,0.0,8.3
Sangareddy,Kalher,23-Jun-21,0.0,26.0,33.3,41.8,71.8,0.0,10.1
Sangareddy,Kalher,24-Jun-21,21.9,22.3,32.6,48.4,88.0,0.0,10.8
Sangareddy,Kalher,25-Jun-21,1.8,22.9,30.5,59.5,88.1,0.0,11.0
Sangareddy,Kalher,26-Jun-21,0.0,24.4,31.3,56.7,75.5,0.3,11.6
Sangareddy,Kalher,27-Jun-21,2.7,23.9,32.2,54.2,86.9,0.0,8.0
Sangareddy,Kalher,28-Jun-21,4.3,22.2,30.9,66.9,87.9,0.0,9.5
Sangareddy,Kalher,29-Jun-21,11.3,24.0,32.8,54.4,88.4,0.0,1.6
Sangareddy,Kalher,30-Jun-21,4.9,25.6,35.4,50.3,86.6,0.0,4.7
Sangareddy,Kandi,01-Jun-21,14.8,22.9,36.4,45.4,99.3,0.7,12.1
Sangareddy,Kandi,02-Jun-21,0.0,23.6,35.8,45.7,96.9,0.0,7.9
Sangareddy,Kandi,03-Jun-21,4.5,22.7,34.4,55.6,99.9,0.0,5.0
Sangareddy,Kandi,04-Jun-21,0.0,24.0,32.6,56.4,97.0,0.0,5.1
Sangareddy,Kandi,05-Jun-21,4.5,23.3,32.4,59.1,99.9,0.0,6.5
Sangareddy,Kandi,06-Jun-21,0.0,23.8,34.3,53.0,96.9,0.0,5.4
Sangareddy,Kandi,07-Jun-21,0.0,24.9,34.7,50.9,90.4,0.0,7.4
Sangareddy,Kandi,08-Jun-21,0.0,24.7,33.8,48.8,86.8,0.0,9.4
Sangareddy,Kandi,09-Jun-21,0.0,25.5,33.7,44.8,83.4,0.1,9.8
Sangareddy,Kandi,10-Jun-21,2.3,23.2,29.9,68.9,98.3,0.0,11.6
Sangareddy,Kandi,11-Jun-21,42.3,21.8,31.4,62.6,99.9,0.0,12.9
Sangareddy,Kandi,12-Jun-21,0.0,23.2,30.5,72.3,92.5,1.8,10.8
Sangareddy,Kandi,13-Jun-21,10.5,23.0,31.8,64.7,99.9,1.1,9.4
Sangareddy,Kandi,14-Jun-21,5.8,21.6,32.7,54.7,99.9,0.0,10.8
Sangareddy,Kandi,15-Jun-21,0.0,22.5,32.9,70.9,97.0,0.0,15.5
Sangareddy,Kandi,16-Jun-21,5.5,23.3,32.5,63.2,98.4,1.4,11.3
Sangareddy,Kandi,17-Jun-21,0.0,23.4,30.2,65.3,96.5,1.7,13.0
Sangareddy,Kandi,18-Jun-21,0.0,24.3,32.4,54.2,90.3,2.5,11.4
Sangareddy,Kandi,19-Jun-21,8.0,23.3,30.1,70.0,99.9,0.0,13.2
Sangareddy,Kandi,20-Jun-21,0.0,23.1,32.3,64.8,92.3,1.5,8.7
Sangareddy,Kandi,21-Jun-21,0.0,23.3,34.7,45.8,90.1,0.1,11.3
Sangareddy,Kandi,22-Jun-21,0.0,24.9,34.0,50.1,85.2,0.0,8.9
Sangareddy,Kandi,23-Jun-21,1.5,25.0,34.3,51.4,93.2,0.0,9.5
Sangareddy,Kandi,24-Jun-21,0.0,23.6,33.0,60.3,93.3,0.0,8.5
Sangareddy,Kandi,25-Jun-21,0.0,23.0,28.0,76.5,96.5,1.0,10.2
Sangareddy,Kandi,26-Jun-21,0.0,23.6,30.3,64.1,91.0,1.5,11.8
Sangareddy,Kandi,27-Jun-21,1.0,23.2,32.1,64.2,99.9,0.5,9.4
Sangareddy,Kandi,28-Jun-21,3.5,22.5,27.5,84.4,99.9,0.3,9.1
Sangareddy,Kandi,29-Jun-21,0.0,23.0,32.2,72.7,99.7,0.0,2.9
Sangareddy,Kandi,30-Jun-21,0.0,25.3,34.2,59.2,86.0,0.0,5.6
Sangareddy,Kangti,01-Jun-21,12.4,23.2,34.4,39.3,88.1,0.0,10.4
Sangareddy,Kangti,02-Jun-21,25.5,23.2,35.6,34.4,100.0,0.0,11.6
Sangareddy,Kangti,03-Jun-21,1.9,22.8,33.5,54.2,100.0,0.0,12.0
Sangareddy,Kangti,04-Jun-21,0.0,24.6,32.7,43.7,88.6,0.0,7.6
Sangareddy,Kangti,05-Jun-21,36.7,21.5,32.4,46.1,100.0,0.0,13.2
Sangareddy,Kangti,06-Jun-21,10.6,23.9,33.3,46.1,100.0,0.0,11.0
Sangareddy,Kangti,07-Jun-21,3.5,24.6,33.0,56.8,90.9,0.0,10.2
Sangareddy,Kangti,08-Jun-21,13.2,25.1,32.6,53.1,97.9,0.0,15.6
Sangareddy,Kangti,09-Jun-21,0.0,24.1,32.9,42.6,91.6,0.0,14.8
Sangareddy,Kangti,10-Jun-21,10.0,23.0,30.1,65.7,88.9,0.3,9.5
Sangareddy,Kangti,11-Jun-21,104.3,21.6,31.9,54.2,100.0,0.2,13.5
Sangareddy,Kangti,12-Jun-21,0.0,22.7,29.1,83.6,100.0,0.0,7.4
Sangareddy,Kangti,13-Jun-21,65.9,22.6,31.6,70.8,100.0,0.3,7.1
Sangareddy,Kangti,14-Jun-21,31.6,21.4,30.4,70.7,100.0,0.5,10.9
Sangareddy,Kangti,15-Jun-21,0.0,22.9,31.8,86.2,100.0,0.7,12.0
Sangareddy,Kangti,16-Jun-21,0.0,23.1,31.1,79.4,99.8,1.2,14.6
Sangareddy,Kangti,17-Jun-21,0.0,23.2,31.2,70.2,98.9,0.0,12.3
Sangareddy,Kangti,18-Jun-21,0.0,23.6,32.2,58.4,92.0,0.0,10.8
Sangareddy,Kangti,19-Jun-21,9.5,22.9,31.4,58.9,98.4,4.4,15.3
Sangareddy,Kangti,20-Jun-21,0.0,22.7,31.8,53.2,100.0,1.4,13.1
Sangareddy,Kangti,21-Jun-21,0.0,23.0,33.0,36.0,84.6,0.0,12.9
Sangareddy,Kangti,22-Jun-21,1.9,23.9,32.8,44.9,91.6,0.0,6.8
Sangareddy,Kangti,23-Jun-21,0.0,25.9,32.8,43.1,72.6,0.0,6.8
Sangareddy,Kangti,24-Jun-21,21.5,21.9,31.9,50.3,100.0,0.1,7.6
Sangareddy,Kangti,25-Jun-21,2.9,22.4,29.0,83.1,100.0,0.0,11.5
Sangareddy,Kangti,26-Jun-21,0.0,23.6,30.1,65.2,94.6,0.0,14.3
Sangareddy,Kangti,27-Jun-21,1.6,23.6,31.6,57.3,100.0,0.0,7.4
Sangareddy,Kangti,28-Jun-21,6.6,21.8,27.6,80.9,100.0,0.0,12.3
Sangareddy,Kangti,29-Jun-21,25.9,24.3,31.5,84.1,100.0,0.0,4.9
Sangareddy,Kangti,30-Jun-21,0.0,25.1,32.8,58.7,91.6,0.0,5.4
Sangareddy,Kohir,01-Jun-21,3.7,22.4,35.8,39.0,100.0,0.0,7.8
Sangareddy,Kohir,02-Jun-21,1.2,22.5,35.8,44.7,100.0,0.0,6.9
Sangareddy,Kohir,03-Jun-21,16.4,21.5,34.6,47.7,100.0,0.0,7.2
Sangareddy,Kohir,04-Jun-21,0.0,22.9,33.2,43.5,100.0,0.0,6.8
Sangareddy,Kohir,05-Jun-21,0.0,22.0,32.2,51.1,96.7,0.0,11.0
Sangareddy,Kohir,06-Jun-21,0.0,22.8,32.6,46.6,92.5,0.0,8.0
Sangareddy,Kohir,07-Jun-21,0.0,23.7,33.5,48.3,92.1,0.0,6.8
Sangareddy,Kohir,08-Jun-21,0.0,24.2,34.5,44.9,79.5,0.0,5.7
Sangareddy,Kohir,09-Jun-21,0.0,24.0,34.9,40.4,82.3,0.1,6.2
Sangareddy,Kohir,10-Jun-21,13.8,21.6,30.8,55.1,100.0,0.0,8.0
Sangareddy,Kohir,11-Jun-21,57.5,20.6,30.8,55.0,100.0,0.0,9.5
Sangareddy,Kohir,12-Jun-21,10.6,21.9,29.6,55.7,100.0,0.2,7.0
Sangareddy,Kohir,13-Jun-21,3.3,22.0,33.1,51.4,100.0,0.0,8.2
Sangareddy,Kohir,14-Jun-21,4.9,20.4,32.6,53.5,100.0,0.0,6.7
Sangareddy,Kohir,15-Jun-21,6.8,20.6,32.2,58.8,100.0,0.0,9.6
Sangareddy,Kohir,16-Jun-21,10.6,22.1,32.5,54.0,100.0,0.1,10.2
Sangareddy,Kohir,17-Jun-21,1.4,21.5,30.2,54.6,100.0,1.5,9.7
Sangareddy,Kohir,18-Jun-21,1.4,23.1,32.3,48.4,100.0,0.9,7.8
Sangareddy,Kohir,19-Jun-21,9.6,22.4,29.4,61.9,100.0,0.4,9.6
Sangareddy,Kohir,20-Jun-21,0.0,21.8,31.7,54.1,100.0,0.9,10.6
Sangareddy,Kohir,21-Jun-21,0.2,21.5,32.8,43.7,94.7,0.0,8.4
Sangareddy,Kohir,22-Jun-21,0.0,22.7,33.0,47.3,89.3,0.0,7.4
Sangareddy,Kohir,23-Jun-21,0.0,23.9,33.6,45.5,87.0,0.0,7.7
Sangareddy,Kohir,24-Jun-21,1.0,22.7,31.9,47.9,100.0,0.0,6.3
Sangareddy,Kohir,25-Jun-21,4.0,22.0,27.0,68.8,100.0,0.0,4.6
Sangareddy,Kohir,26-Jun-21,0.0,22.7,30.4,56.7,98.6,0.0,6.1
Sangareddy,Kohir,27-Jun-21,13.3,22.4,29.8,58.3,100.0,0.0,7.7
Sangareddy,Kohir,28-Jun-21,7.4,21.6,26.7,78.5,100.0,0.0,4.1
Sangareddy,Kohir,29-Jun-21,0.0,22.3,30.5,62.4,100.0,0.0,6.4
Sangareddy,Kohir,30-Jun-21,1.2,23.3,34.5,49.3,100.0,0.0,6.4
Sangareddy,Kondapur,01-Jun-21,5.1,23.0,35.8,36.3,94.5,0.0,0.0
Sangareddy,Kondapur,02-Jun-21,3.0,22.8,37.2,43.1,94.0,0.0,0.0
Sangareddy,Kondapur,03-Jun-21,19.6,22.2,35.6,42.9,94.6,0.0,0.0
Sangareddy,Kondapur,04-Jun-21,1.5,22.5,32.4,53.9,96.9,0.0,0.0
Sangareddy,Kondapur,05-Jun-21,0.0,22.6,32.3,66.0,91.2,0.0,9.6
Sangareddy,Kondapur,06-Jun-21,0.0,24.2,34.3,49.3,86.7,0.0,7.9
Sangareddy,Kondapur,07-Jun-21,3.7,24.0,32.9,53.9,93.0,0.0,12.9
Sangareddy,Kondapur,08-Jun-21,0.0,24.2,33.8,47.7,83.5,0.0,14.3
Sangareddy,Kondapur,09-Jun-21,0.0,25.0,34.2,45.3,77.3,0.2,14.9
Sangareddy,Kondapur,10-Jun-21,3.8,22.5,30.5,65.4,94.0,0.0,14.7
Sangareddy,Kondapur,11-Jun-21,33.5,21.7,30.3,66.4,95.6,0.0,20.1
Sangareddy,Kondapur,12-Jun-21,2.2,22.7,30.0,64.5,90.0,3.5,15.2
Sangareddy,Kondapur,13-Jun-21,0.5,22.6,31.9,62.1,90.8,2.1,15.9
Sangareddy,Kondapur,14-Jun-21,0.0,22.6,32.8,57.8,90.8,0.0,15.7
Sangareddy,Kondapur,15-Jun-21,1.4,22.1,31.2,65.0,98.3,0.0,15.5
Sangareddy,Kondapur,16-Jun-21,1.3,22.9,32.1,60.7,88.9,2.8,20.1
Sangareddy,Kondapur,17-Jun-21,0.0,22.5,30.1,63.5,88.6,3.4,16.6
Sangareddy,Kondapur,18-Jun-21,0.0,24.0,31.2,58.3,83.5,4.9,16.5
Sangareddy,Kondapur,19-Jun-21,5.3,23.0,28.9,69.4,92.1,0.0,18.7
Sangareddy,Kondapur,20-Jun-21,0.0,22.9,30.9,59.2,85.5,3.0,15.7
Sangareddy,Kondapur,21-Jun-21,0.0,22.6,32.9,46.6,83.2,0.2,19.5
Sangareddy,Kondapur,22-Jun-21,0.0,24.3,33.3,49.3,78.1,0.0,13.2
Sangareddy,Kondapur,23-Jun-21,0.0,24.0,32.8,48.2,84.9,0.0,13.5
Sangareddy,Kondapur,24-Jun-21,0.0,23.7,32.0,54.4,85.4,0.0,8.4
Sangareddy,Kondapur,25-Jun-21,1.2,22.4,27.2,72.6,90.0,0.0,8.5
Sangareddy,Kondapur,26-Jun-21,0.0,22.9,30.3,63.1,85.5,0.0,15.2
Sangareddy,Kondapur,27-Jun-21,7.5,22.8,32.0,60.7,94.1,0.0,9.4
Sangareddy,Kondapur,28-Jun-21,2.8,22.0,26.8,80.6,94.6,0.0,12.0
Sangareddy,Kondapur,29-Jun-21,0.0,22.5,31.6,64.5,94.1,0.0,0.2
Sangareddy,Kondapur,30-Jun-21,0.0,24.9,33.3,54.9,81.7,0.0,8.7
Sangareddy,Manoor,01-Jun-21,0.0,23.6,35.5,42.2,92.6,0.0,22.1
Sangareddy,Manoor,02-Jun-21,23.2,22.1,37.7,59.1,93.1,3.8,15.0
Sangareddy,Manoor,03-Jun-21,5.8,22.6,33.7,58.8,94.3,0.0,1.3
Sangareddy,Manoor,04-Jun-21,0.0,23.3,32.5,58.1,96.9,0.0,5.9
Sangareddy,Manoor,05-Jun-21,29.2,23.1,33.1,51.0,100.0,0.0,6.2
Sangareddy,Manoor,06-Jun-21,0.0,23.8,34.5,54.4,96.9,2.1,6.6
Sangareddy,Manoor,07-Jun-21,0.0,24.5,34.2,55.5,90.9,0.0,9.1
Sangareddy,Manoor,08-Jun-21,0.0,24.6,32.9,57.7,81.3,1.3,13.9
Sangareddy,Manoor,09-Jun-21,0.0,24.9,36.3,43.9,89.6,0.0,14.9
Sangareddy,Manoor,10-Jun-21,2.6,23.5,32.3,70.4,96.9,0.0,15.9
Sangareddy,Manoor,11-Jun-21,94.2,21.8,30.5,63.1,100.0,0.0,25.1
Sangareddy,Manoor,12-Jun-21,2.3,22.8,30.6,78.3,97.9,0.0,18.7
Sangareddy,Manoor,13-Jun-21,41.1,23.1,31.1,70.9,99.0,0.0,21.8
Sangareddy,Manoor,14-Jun-21,18.0,21.7,32.9,66.3,99.9,0.0,15.3
Sangareddy,Manoor,15-Jun-21,0.0,22.3,32.6,76.9,100.0,0.0,17.4
Sangareddy,Manoor,16-Jun-21,5.0,23.1,32.2,64.2,99.4,0.0,11.1
