District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph)
Kamareddy,Gandhari,07-Jun-21,0.0,23.9,34.6,47.6,99.9,0.0,14.5
Kamareddy,Gandhari,08-Jun-21,0.0,25.6,34.3,51.8,97.1,0.0,13.9
Kamareddy,Gandhari,09-Jun-21,13.6,23.4,36.4,46.4,99.9,0.0,13.4
Kamareddy,Gandhari,10-Jun-21,0.1,23.6,32.4,56.8,99.9,0.0,11.8
Kamareddy,Gandhari,11-Jun-21,39.3,22.1,32.2,60.4,99.9,0.0,14.5
Kamareddy,Gandhari,12-Jun-21,0.0,22.3,30.3,75.6,99.9,0.0,14.3
Kamareddy,Gandhari,13-Jun-21,2.2,22.6,30.9,72.3,99.9,0.0,12.1
Kamareddy,Gandhari,14-Jun-21,53.6,21.4,32.5,64.8,99.9,0.0,14.4
Kamareddy,Gandhari,15-Jun-21,8.9,21.9,31.7,71.0,99.9,0.0,13.8
Kamareddy,Gandhari,16-Jun-21,17.9,23.1,30.6,74.0,99.9,0.0,14.2
Kamareddy,Gandhari,17-Jun-21,28.4,22.4,32.5,67.3,99.9,0.0,11.9
Kamareddy,Gandhari,18-Jun-21,22.3,23.3,30.4,72.9,99.9,0.0,15.0
Kamareddy,Gandhari,19-Jun-21,0.1,23.3,32.5,69.2,99.9,0.4,16.0
Kamareddy,Gandhari,20-Jun-21,0.0,22.9,32.9,59.4,98.7,0.0,16.1
Kamareddy,Gandhari,21-Jun-21,0.0,22.3,34.2,47.4,90.8,0.0,14.2
Kamareddy,Gandhari,22-Jun-21,0.0,23.7,33.0,51.8,92.6,0.0,10.8
Kamareddy,Gandhari,23-Jun-21,1.5,24.0,34.9,49.5,90.8,0.0,14.5
Kamareddy,Gandhari,24-Jun-21,98.9,21.3,32.7,64.8,99.9,0.0,13.3
Kamareddy,Gandhari,25-Jun-21,1.5,22.3,30.3,71.0,99.9,0.0,12.2
Kamareddy,Gandhari,26-Jun-21,0.2,24.0,30.6,73.4,99.9,0.0,12.3
Kamareddy,Gandhari,27-Jun-21,27.7,22.3,33.0,69.2,99.9,0.0,14.6
Kamareddy,Gandhari,28-Jun-21,3.8,22.4,32.2,79.5,99.9,0.0,10.9
Kamareddy,Gandhari,29-Jun-21,16.8,23.3,32.4,63.1,100.0,0.0,6.8
Kamareddy,Gandhari,30-Jun-21,0.6,25.0,34.6,58.3,99.9,0.0,6.2
Kamareddy,Jukkal,01-Jun-21,0.0,24.7,37.8,39.6,82.2,0.0,12.7
Kamareddy,Jukkal,02-Jun-21,11.9,23.5,37.8,38.9,94.9,0.0,14.1
Kamareddy,Jukkal,03-Jun-21,0.0,24.5,35.8,44.9,85.1,0.0,11.8
Kamareddy,Jukkal,04-Jun-21,0.7,25.0,34.0,43.2,80.2,0.0,9.4
Kamareddy,Jukkal,05-Jun-21,87.5,22.2,34.3,45.6,95.8,0.0,13.3
Kamareddy,Jukkal,06-Jun-21,7.5,23.7,32.5,52.6,94.9,0.0,5.6
Kamareddy,Jukkal,07-Jun-21,7.3,24.7,34.6,50.9,89.2,0.0,10.7
Kamareddy,Jukkal,08-Jun-21,0.0,26.4,32.7,58.6,84.6,0.0,14.4
Kamareddy,Jukkal,09-Jun-21,1.5,24.6,35.1,45.8,93.1,0.0,10.3
Kamareddy,Jukkal,10-Jun-21,0.0,24.7,32.4,55.4,82.9,0.0,11.2
Kamareddy,Jukkal,11-Jun-21,87.8,22.2,32.9,52.0,96.2,0.0,14.5
Kamareddy,Jukkal,12-Jun-21,0.0,23.0,30.2,65.4,88.0,0.0,15.5
Kamareddy,Jukkal,13-Jun-21,13.3,23.1,30.4,60.3,92.5,0.0,11.4
Kamareddy,Jukkal,14-Jun-21,23.8,21.8,32.3,62.6,95.0,0.0,12.3
Kamareddy,Jukkal,15-Jun-21,0.0,24.2,32.8,60.3,93.9,0.0,13.4
Kamareddy,Jukkal,16-Jun-21,0.0,24.3,32.8,60.9,85.3,0.0,13.9
Kamareddy,Jukkal,17-Jun-21,4.2,24.5,32.8,63.2,88.0,0.0,14.3
Kamareddy,Jukkal,18-Jun-21,0.0,24.7,31.1,67.6,86.1,0.0,10.3
Kamareddy,Jukkal,19-Jun-21,4.1,24.2,32.7,52.9,88.3,3.0,16.0
Kamareddy,Jukkal,20-Jun-21,1.0,23.8,32.7,49.6,86.0,0.0,14.6
Kamareddy,Jukkal,21-Jun-21,0.0,23.4,33.7,45.0,82.7,0.0,16.0
Kamareddy,Jukkal,22-Jun-21,0.0,25.7,32.9,50.4,77.1,0.0,12.9
Kamareddy,Jukkal,23-Jun-21,0.0,26.8,33.8,45.2,72.3,0.0,13.6
Kamareddy,Jukkal,24-Jun-21,55.9,22.4,32.3,54.4,95.5,0.0,14.0
Kamareddy,Jukkal,25-Jun-21,1.7,23.6,30.8,64.6,95.4,0.0,10.5
Kamareddy,Jukkal,26-Jun-21,0.0,25.7,31.2,64.7,77.2,0.0,13.3
Kamareddy,Jukkal,27-Jun-21,5.5,24.2,32.9,61.0,94.5,0.0,13.6
Kamareddy,Jukkal,28-Jun-21,15.7,22.1,29.7,73.4,95.6,0.0,14.5
Kamareddy,Jukkal,29-Jun-21,2.2,24.6,32.0,68.2,95.3,0.0,3.8
Kamareddy,Jukkal,30-Jun-21,13.8,24.8,33.0,60.2,94.2,0.0,7.7
Kamareddy,Kamareddy,01-Jun-21,0.0,26.5,38.7,33.3,83.7,0.0,13.7
Kamareddy,Kamareddy,02-Jun-21,16.4,23.9,38.9,40.0,99.9,0.0,13.8
Kamareddy,Kamareddy,03-Jun-21,0.0,25.0,36.5,47.0,99.9,0.0,9.0
Kamareddy,Kamareddy,04-Jun-21,0.5,26.4,33.6,55.6,99.9,0.0,6.9
Kamareddy,Kamareddy,05-Jun-21,0.5,24.6,33.9,49.8,99.9,0.0,11.2
Kamareddy,Kamareddy,06-Jun-21,5.0,25.9,34.6,47.2,99.9,0.0,9.3
Kamareddy,Kamareddy,07-Jun-21,0.0,26.3,34.5,47.7,99.9,0.0,10.1
Kamareddy,Kamareddy,08-Jun-21,1.2,26.9,34.3,50.8,99.9,1.6,14.1
Kamareddy,Kamareddy,09-Jun-21,40.6,24.7,36.1,49.5,99.9,0.0,14.8
Kamareddy,Kamareddy,10-Jun-21,0.0,26.9,33.7,70.9,99.9,0.5,14.6
Kamareddy,Kamareddy,11-Jun-21,55.5,24.5,32.4,60.5,99.9,3.7,15.5
Kamareddy,Kamareddy,12-Jun-21,0.0,24.0,29.9,68.9,99.9,3.0,16.2
Kamareddy,Kamareddy,13-Jun-21,0.0,24.2,32.0,75.2,99.9,2.6,16.5
Kamareddy,Kamareddy,14-Jun-21,59.5,24.3,33.6,61.2,99.9,0.1,16.9
Kamareddy,Kamareddy,15-Jun-21,64.4,23.9,32.2,77.5,99.9,1.4,17.2
Kamareddy,Kamareddy,16-Jun-21,19.3,24.9,31.9,65.8,99.9,0.0,16.5
Kamareddy,Kamareddy,17-Jun-21,24.3,24.9,33.6,59.9,99.9,0.0,18.2
Kamareddy,Kamareddy,18-Jun-21,7.0,24.9,32.0,66.1,99.9,0.0,13.8
Kamareddy,Kamareddy,19-Jun-21,0.0,24.0,32.7,62.3,99.9,2.3,18.8
Kamareddy,Kamareddy,20-Jun-21,0.0,23.8,33.6,60.0,99.9,6.5,21.1
Kamareddy,Kamareddy,21-Jun-21,0.0,23.7,34.4,43.8,96.9,0.3,16.5
Kamareddy,Kamareddy,22-Jun-21,0.0,26.0,34.6,54.1,97.6,0.0,15.9
Kamareddy,Kamareddy,23-Jun-21,0.0,26.3,33.9,56.6,87.0,0.0,19.6
Kamareddy,Kamareddy,24-Jun-21,30.9,24.3,32.6,57.4,99.9,0.0,12.0
Kamareddy,Kamareddy,25-Jun-21,0.0,23.5,32.3,73.6,99.9,3.1,16.3
Kamareddy,Kamareddy,26-Jun-21,1.8,26.7,32.6,70.3,99.9,1.8,16.8
Kamareddy,Kamareddy,27-Jun-21,13.9,23.6,34.1,62.2,99.9,0.0,15.0
Kamareddy,Kamareddy,28-Jun-21,7.6,23.8,32.4,70.5,99.9,1.6,14.2
Kamareddy,Kamareddy,29-Jun-21,8.5,26.4,32.1,61.9,99.9,0.0,7.7
Kamareddy,Kamareddy,30-Jun-21,0.0,26.2,36.1,46.1,99.9,0.0,10.5
Kamareddy,Lingampet,01-Jun-21,0.0,25.2,37.2,30.9,76.8,0.0,8.4
Kamareddy,Lingampet,02-Jun-21,1.9,23.3,36.8,28.4,100.0,0.0,7.8
Kamareddy,Lingampet,03-Jun-21,28.6,22.0,34.9,38.2,100.0,0.0,5.5
Kamareddy,Lingampet,04-Jun-21,2.4,22.7,31.9,56.7,100.0,0.0,4.4
Kamareddy,Lingampet,05-Jun-21,2.4,22.4,33.7,40.3,100.0,0.0,8.0
Kamareddy,Lingampet,06-Jun-21,3.5,24.3,34.0,39.8,92.0,0.0,6.3
Kamareddy,Lingampet,07-Jun-21,1.1,24.4,34.7,47.8,96.1,0.0,11.2
Kamareddy,Lingampet,08-Jun-21,8.5,24.3,35.4,41.9,100.0,0.0,11.2
Kamareddy,Lingampet,09-Jun-21,17.7,23.7,35.8,38.2,100.0,0.0,11.2
Kamareddy,Lingampet,10-Jun-21,0.0,24.2,34.1,51.4,100.0,1.4,8.3
Kamareddy,Lingampet,11-Jun-21,8.0,22.0,32.5,57.6,100.0,0.0,9.4
Kamareddy,Lingampet,12-Jun-21,0.0,22.5,30.2,81.2,98.6,0.0,9.2
Kamareddy,Lingampet,13-Jun-21,0.0,22.9,31.4,76.8,100.0,0.0,6.0
Kamareddy,Lingampet,14-Jun-21,35.3,21.7,33.5,52.0,100.0,0.0,8.8
Kamareddy,Lingampet,15-Jun-21,2.5,22.5,32.9,70.4,100.0,0.4,7.2
Kamareddy,Lingampet,16-Jun-21,1.6,23.9,32.9,80.1,100.0,0.0,11.9
Kamareddy,Lingampet,17-Jun-21,14.4,22.5,32.6,65.1,100.0,0.0,8.5
Kamareddy,Lingampet,18-Jun-21,31.6,22.8,30.7,82.3,100.0,0.0,9.1
Kamareddy,Lingampet,19-Jun-21,0.0,24.0,32.5,63.2,93.3,1.2,9.7
Kamareddy,Lingampet,20-Jun-21,0.0,23.6,33.4,49.4,88.1,1.5,10.4
Kamareddy,Lingampet,21-Jun-21,0.0,22.9,35.3,38.7,85.6,0.0,10.1
Kamareddy,Lingampet,22-Jun-21,0.0,23.9,34.7,40.8,89.4,0.0,6.9
Kamareddy,Lingampet,23-Jun-21,0.0,25.3,35.1,39.8,82.7,0.0,7.5
Kamareddy,Lingampet,24-Jun-21,24.9,21.6,32.0,54.8,100.0,0.0,4.9
Kamareddy,Lingampet,25-Jun-21,1.4,22.5,32.3,69.5,100.0,0.1,5.3
Kamareddy,Lingampet,26-Jun-21,0.0,23.9,32.5,62.2,92.9,0.0,7.0
Kamareddy,Lingampet,27-Jun-21,11.4,21.3,33.0,56.2,100.0,0.0,5.5
Kamareddy,Lingampet,28-Jun-21,4.3,22.3,31.7,84.6,100.0,0.0,4.6
Kamareddy,Lingampet,29-Jun-21,8.9,23.3,32.8,61.8,100.0,0.0,4.0
Kamareddy,Lingampet,30-Jun-21,0.7,25.2,35.2,51.4,100.0,0.0,5.0
Kamareddy,Machareddy,01-Jun-21,0.0,26.1,39.4,27.7,75.6,0.0,14.0
Kamareddy,Machareddy,02-Jun-21,24.3,23.4,39.1,33.5,100.0,0.0,10.1
Kamareddy,Machareddy,03-Jun-21,1.2,22.2,35.9,39.3,96.1,0.0,12.8
Kamareddy,Machareddy,04-Jun-21,0.0,23.6,32.5,50.9,100.0,0.0,8.1
Kamareddy,Machareddy,05-Jun-21,19.6,23.6,34.6,48.5,100.0,0.0,15.0
Kamareddy,Machareddy,06-Jun-21,0.0,24.1,35.3,40.6,100.0,0.0,10.1
Kamareddy,Machareddy,07-Jun-21,0.0,24.7,35.6,42.9,96.7,0.0,9.0
Kamareddy,Machareddy,08-Jun-21,4.5,25.2,34.5,46.8,93.3,0.0,20.9
Kamareddy,Machareddy,09-Jun-21,41.2,22.8,34.8,44.1,100.0,0.0,15.7
Kamareddy,Machareddy,10-Jun-21,2.0,23.9,32.9,59.0,100.0,0.0,11.7
Kamareddy,Machareddy,11-Jun-21,31.2,22.6,33.2,65.9,100.0,0.0,17.2
Kamareddy,Machareddy,12-Jun-21,0.0,22.9,29.1,71.5,100.0,0.0,15.7
Kamareddy,Machareddy,13-Jun-21,0.8,23.4,29.0,75.2,100.0,0.0,14.9
Kamareddy,Machareddy,14-Jun-21,80.7,21.6,32.6,60.0,100.0,0.0,15.2
Kamareddy,Machareddy,15-Jun-21,40.9,21.7,30.3,75.7,100.0,0.0,15.5
Kamareddy,Machareddy,16-Jun-21,0.0,23.4,30.8,65.6,100.0,0.0,13.5
Kamareddy,Machareddy,17-Jun-21,17.8,22.3,32.3,59.6,100.0,0.0,15.4
Kamareddy,Machareddy,18-Jun-21,9.2,23.0,29.4,66.3,100.0,0.0,16.1
Kamareddy,Machareddy,19-Jun-21,0.0,23.6,31.8,65.0,100.0,3.8,16.2
Kamareddy,Machareddy,20-Jun-21,0.0,23.3,32.0,61.0,100.0,4.0,16.9
Kamareddy,Machareddy,21-Jun-21,0.0,23.4,32.8,50.9,91.1,0.0,15.5
Kamareddy,Machareddy,22-Jun-21,0.0,25.1,34.0,49.7,90.8,0.0,14.9
Kamareddy,Machareddy,23-Jun-21,0.0,25.8,32.8,52.5,85.7,0.0,12.4
Kamareddy,Machareddy,24-Jun-21,3.0,21.7,30.7,61.5,100.0,0.0,14.8
Kamareddy,Machareddy,25-Jun-21,0.2,23.0,30.2,69.2,100.0,0.0,14.8
Kamareddy,Machareddy,26-Jun-21,0.3,23.8,31.2,64.0,100.0,0.0,16.0
Kamareddy,Machareddy,27-Jun-21,8.2,22.8,32.4,58.5,100.0,0.0,10.8
Kamareddy,Machareddy,28-Jun-21,8.0,22.8,31.1,66.6,100.0,0.0,12.9
Kamareddy,Machareddy,29-Jun-21,4.2,23.7,31.1,64.2,100.0,0.0,8.0
Kamareddy,Machareddy,30-Jun-21,0.0,25.4,33.9,56.0,100.0,0.0,9.5
Kamareddy,Madnur,01-Jun-21,0.0,25.3,39.0,28.5,91.1,0.0,22.9
Kamareddy,Madnur,02-Jun-21,8.5,23.1,38.7,29.0,100.0,0.0,12.8
Kamareddy,Madnur,03-Jun-21,0.0,24.6,36.7,41.2,100.0,0.0,15.3
Kamareddy,Madnur,04-Jun-21,0.0,25.0,33.6,39.3,87.2,0.0,10.9
Kamareddy,Madnur,05-Jun-21,38.8,22.3,33.1,43.9,100.0,0.0,18.4
Kamareddy,Madnur,06-Jun-21,0.5,23.1,34.0,41.5,100.0,0.0,14.2
Kamareddy,Madnur,07-Jun-21,0.9,24.9,35.4,39.7,99.9,0.0,12.7
Kamareddy,Madnur,08-Jun-21,0.0,26.5,34.4,41.6,92.2,0.0,17.4
Kamareddy,Madnur,09-Jun-21,8.8,24.0,37.0,31.3,100.0,0.0,13.1
Kamareddy,Madnur,10-Jun-21,0.0,24.7,34.3,46.0,100.0,0.0,14.1
Kamareddy,Madnur,11-Jun-21,106.7,22.4,32.5,40.2,100.0,0.0,19.1
Kamareddy,Madnur,12-Jun-21,0.0,22.9,31.0,63.0,84.0,0.0,15.9
Kamareddy,Madnur,13-Jun-21,9.8,22.9,31.3,55.2,99.9,0.0,17.8
Kamareddy,Madnur,14-Jun-21,45.3,22.0,33.7,50.4,100.0,0.0,16.0
Kamareddy,Madnur,15-Jun-21,0.6,23.1,33.8,61.8,100.0,0.0,15.6
Kamareddy,Madnur,16-Jun-21,3.9,24.2,34.0,49.4,96.9,0.0,21.6
Kamareddy,Madnur,17-Jun-21,10.1,24.0,33.6,49.5,97.4,0.0,13.3
Kamareddy,Madnur,18-Jun-21,11.7,24.4,32.1,62.4,99.9,0.0,14.6
Kamareddy,Madnur,19-Jun-21,0.0,24.5,33.6,48.2,86.5,0.0,22.8
Kamareddy,Madnur,20-Jun-21,2.9,24.0,34.3,42.3,86.2,0.0,16.9
Kamareddy,Madnur,21-Jun-21,0.0,23.8,35.3,34.0,79.9,0.0,17.4
Kamareddy,Madnur,22-Jun-21,0.1,25.2,34.6,37.2,80.1,0.0,15.0
Kamareddy,Madnur,23-Jun-21,0.0,27.3,35.3,31.6,67.2,0.0,15.8
Kamareddy,Madnur,24-Jun-21,52.1,22.3,32.9,45.2,99.9,0.0,16.0
Kamareddy,Madnur,25-Jun-21,0.2,23.5,32.4,9.5,99.9,0.0,16.4
Kamareddy,Madnur,26-Jun-21,0.0,24.8,32.6,51.0,100.0,0.0,15.3
Kamareddy,Madnur,27-Jun-21,23.7,23.6,33.8,49.6,100.0,0.0,15.4
Kamareddy,Madnur,28-Jun-21,33.7,22.1,31.4,62.6,100.0,0.0,13.1
Kamareddy,Madnur,29-Jun-21,0.0,24.8,32.7,59.5,100.0,0.0,9.0
Kamareddy,Madnur,30-Jun-21,23.1,23.7,36.1,45.9,99.5,0.0,16.5
Kamareddy,Naga_Reddipet,01-Jun-21,0.0,25.7,38.4,28.4,73.7,0.0,10.0
Kamareddy,Naga_Reddipet,02-Jun-21,4.2,23.8,37.8,31.1,94.5,0.0,12.8
Kamareddy,Naga_Reddipet,03-Jun-21,8.7,22.6,35.9,40.5,94.2,0.0,10.1
Kamareddy,Naga_Reddipet,04-Jun-21,3.8,23.0,30.4,61.5,99.2,0.0,7.0
Kamareddy,Naga_Reddipet,05-Jun-21,1.2,23.5,34.7,42.2,93.5,0.0,16.6
Kamareddy,Naga_Reddipet,06-Jun-21,0.0,24.7,33.9,39.1,83.7,0.0,12.1
Kamareddy,Naga_Reddipet,07-Jun-21,0.0,25.5,34.6,38.3,83.7,0.0,14.4
Kamareddy,Naga_Reddipet,08-Jun-21,3.2,25.0,35.2,41.7,93.5,0.0,9.2
Kamareddy,Naga_Reddipet,09-Jun-21,9.2,24.1,35.5,35.4,96.6,0.0,11.4
Kamareddy,Naga_Reddipet,10-Jun-21,0.6,24.5,32.6,64.0,86.5,0.1,11.2
Kamareddy,Naga_Reddipet,11-Jun-21,25.3,22.2,33.1,53.5,100.0,0.0,10.5
Kamareddy,Naga_Reddipet,12-Jun-21,0.0,23.2,30.2,85.7,96.6,0.0,5.7
Kamareddy,Naga_Reddipet,13-Jun-21,4.9,23.7,31.2,83.8,98.7,0.0,9.2
Kamareddy,Naga_Reddipet,14-Jun-21,34.4,22.0,32.2,64.5,100.0,0.3,10.2
Kamareddy,Naga_Reddipet,15-Jun-21,0.0,22.6,32.7,83.5,100.0,0.0,14.4
Kamareddy,Naga_Reddipet,16-Jun-21,0.0,24.2,31.7,82.3,98.1,0.4,16.7
Kamareddy,Naga_Reddipet,17-Jun-21,1.5,23.1,31.4,79.5,98.7,0.9,13.3
Kamareddy,Naga_Reddipet,18-Jun-21,2.4,24.2,30.3,80.9,98.1,0.0,11.8
Kamareddy,Naga_Reddipet,19-Jun-21,3.5,24.2,31.4,67.4,93.0,3.7,13.5
Kamareddy,Naga_Reddipet,20-Jun-21,0.0,23.6,32.7,55.5,84.2,2.4,15.7
Kamareddy,Naga_Reddipet,21-Jun-21,0.0,23.0,33.9,41.7,83.3,0.0,14.0
Kamareddy,Naga_Reddipet,22-Jun-21,1.5,23.9,34.0,40.2,91.7,0.0,6.9
Kamareddy,Naga_Reddipet,23-Jun-21,0.0,26.1,33.5,41.3,79.1,0.0,6.8
Kamareddy,Naga_Reddipet,24-Jun-21,29.6,22.3,32.6,49.2,100.0,0.0,9.0
Kamareddy,Naga_Reddipet,25-Jun-21,2.0,23.3,29.4,88.6,100.0,0.0,10.8
Kamareddy,Naga_Reddipet,26-Jun-21,0.0,24.3,30.8,68.2,92.0,0.0,5.9
Kamareddy,Naga_Reddipet,27-Jun-21,12.0,22.3,33.0,60.0,100.0,0.0,8.9
Kamareddy,Naga_Reddipet,28-Jun-21,6.8,22.4,31.2,88.1,100.0,0.0,7.4
Kamareddy,Naga_Reddipet,29-Jun-21,0.0,23.9,32.7,76.7,100.0,0.0,5.6
Kamareddy,Naga_Reddipet,30-Jun-21,0.0,25.3,35.9,52.5,99.2,0.0,5.9
Kamareddy,Nasurullabad,01-Jun-21,0.0,24.4,37.8,35.6,86.4,0.0,15.8
Kamareddy,Nasurullabad,02-Jun-21,7.0,23.1,37.2,38.7,93.8,0.0,16.8
Kamareddy,Nasurullabad,03-Jun-21,0.0,25.1,34.1,48.5,90.0,0.0,12.6
Kamareddy,Nasurullabad,04-Jun-21,0.0,25.6,32.8,48.5,87.6,0.0,9.7
Kamareddy,Nasurullabad,05-Jun-21,22.8,21.8,32.7,52.9,97.7,0.0,13.8
Kamareddy,Nasurullabad,06-Jun-21,2.8,23.3,32.3,62.2,96.6,0.0,15.1
Kamareddy,Nasurullabad,07-Jun-21,0.0,24.8,33.3,50.0,95.9,0.0,14.4
Kamareddy,Nasurullabad,08-Jun-21,0.0,25.5,33.5,53.1,93.4,0.0,14.3
Kamareddy,Nasurullabad,09-Jun-21,14.8,24.1,35.0,41.8,96.5,0.0,13.4
Kamareddy,Nasurullabad,10-Jun-21,0.0,24.2,32.5,57.4,93.7,0.0,12.6
Kamareddy,Nasurullabad,11-Jun-21,64.8,22.7,32.6,57.0,98.3,0.0,6.0
Kamareddy,Nasurullabad,12-Jun-21,0.0,23.0,28.3,70.0,93.6,0.0,14.7
Kamareddy,Nasurullabad,13-Jun-21,4.2,23.3,31.2,67.0,92.9,0.0,14.9
Kamareddy,Nasurullabad,14-Jun-21,30.7,21.3,31.2,64.0,98.5,0.0,16.5
Kamareddy,Nasurullabad,15-Jun-21,0.0,22.9,31.6,67.0,97.1,0.1,15.0
Kamareddy,Nasurullabad,16-Jun-21,20.3,23.9,32.9,63.0,94.3,0.0,15.9
Kamareddy,Nasurullabad,17-Jun-21,17.0,24.1,32.2,63.0,94.3,0.0,16.6
Kamareddy,Nasurullabad,18-Jun-21,10.4,24.1,31.0,72.3,96.6,0.0,14.1
Kamareddy,Nasurullabad,19-Jun-21,0.0,24.2,31.6,62.9,87.9,1.7,20.7
Kamareddy,Nasurullabad,20-Jun-21,9.3,23.8,31.5,55.0,88.7,0.5,16.2
Kamareddy,Nasurullabad,21-Jun-21,0.0,23.1,32.9,48.0,92.9,0.0,18.1
Kamareddy,Nasurullabad,22-Jun-21,0.0,24.8,32.9,52.0,91.5,0.0,13.7
Kamareddy,Nasurullabad,23-Jun-21,1.5,25.5,33.7,46.0,88.7,0.0,14.2
Kamareddy,Nasurullabad,24-Jun-21,77.0,21.5,30.4,58.0,98.1,0.0,6.0
Kamareddy,Nasurullabad,25-Jun-21,0.3,23.7,30.0,63.0,94.0,0.0,6.0
Kamareddy,Nasurullabad,26-Jun-21,0.0,24.9,31.4,58.0,88.9,0.0,16.0
Kamareddy,Nasurullabad,27-Jun-21,28.0,23.7,30.8,65.0,96.9,0.0,15.7
Kamareddy,Nasurullabad,28-Jun-21,6.3,22.7,29.9,72.5,96.2,0.0,15.0
Kamareddy,Nasurullabad,29-Jun-21,0.0,24.7,31.3,66.0,97.6,0.0,8.9
Kamareddy,Nasurullabad,30-Jun-21,2.0,25.3,33.9,60.5,96.0,0.0,12.9
Kamareddy,Nizamsagar,01-Jun-21,0.0,25.1,37.9,30.7,72.2,0.0,11.8
Kamareddy,Nizamsagar,02-Jun-21,14.8,22.7,39.6,32.7,100.0,0.0,13.9
Kamareddy,Nizamsagar,03-Jun-21,1.5,23.9,37.0,38.3,87.7,0.0,10.3
Kamareddy,Nizamsagar,04-Jun-21,0.3,23.8,33.8,45.8,83.6,0.0,8.7
Kamareddy,Nizamsagar,05-Jun-21,50.0,22.0,35.0,38.8,100.0,0.0,14.3
Kamareddy,Nizamsagar,06-Jun-21,11.1,23.2,35.0,39.5,100.0,0.0,7.1
Kamareddy,Nizamsagar,07-Jun-21,0.0,25.2,35.0,43.9,85.5,0.0,14.4
Kamareddy,Nizamsagar,08-Jun-21,8.8,25.2,34.8,45.3,85.0,0.0,10.6
Kamareddy,Nizamsagar,09-Jun-21,1.8,24.7,36.8,35.6,97.3,0.0,8.8
Kamareddy,Nizamsagar,10-Jun-21,0.0,24.5,34.3,49.3,96.5,0.0,7.7
Kamareddy,Nizamsagar,11-Jun-21,44.7,22.1,32.8,49.7,100.0,0.0,9.4
Kamareddy,Nizamsagar,12-Jun-21,0.0,23.0,30.7,57.8,91.7,0.0,7.3
Kamareddy,Nizamsagar,13-Jun-21,6.1,22.9,32.9,55.4,100.0,0.0,5.9
Kamareddy,Nizamsagar,14-Jun-21,43.5,21.5,32.8,51.2,100.0,0.0,16.8
Kamareddy,Nizamsagar,15-Jun-21,0.0,23.2,33.4,53.9,100.0,0.0,13.2
Kamareddy,Nizamsagar,16-Jun-21,4.3,23.8,32.9,58.4,99.9,0.0,11.9
Kamareddy,Nizamsagar,17-Jun-21,3.2,23.5,33.0,54.0,100.0,0.0,14.2
Kamareddy,Nizamsagar,18-Jun-21,5.4,23.6,30.2,54.0,100.0,0.0,7.9
Kamareddy,Nizamsagar,19-Jun-21,0.3,24.6,32.7,58.9,86.7,0.0,13.8
Kamareddy,Nizamsagar,20-Jun-21,0.3,23.8,34.1,45.1,79.8,0.0,13.3
Kamareddy,Nizamsagar,21-Jun-21,0.2,22.9,35.1,36.1,81.2,0.0,7.1
Kamareddy,Nizamsagar,22-Jun-21,6.0,24.4,34.8,39.5,85.5,0.0,9.7
Kamareddy,Nizamsagar,23-Jun-21,0.3,26.8,34.3,43.7,74.3,0.0,6.8
Kamareddy,Nizamsagar,24-Jun-21,20.5,22.5,32.0,47.3,89.3,0.0,9.8
Kamareddy,Nizamsagar,25-Jun-21,0.6,22.7,31.7,54.4,100.0,0.0,7.7
Kamareddy,Nizamsagar,26-Jun-21,0.0,24.7,32.5,54.9,85.3,0.0,9.0
Kamareddy,Nizamsagar,27-Jun-21,5.5,23.5,34.0,50.0,100.0,0.0,10.6
Kamareddy,Nizamsagar,28-Jun-21,3.9,22.3,32.4,60.3,100.0,0.0,12.4
Kamareddy,Nizamsagar,29-Jun-21,25.9,24.1,33.5,54.9,100.0,0.0,9.2
Kamareddy,Nizamsagar,30-Jun-21,2.3,25.0,35.7,48.3,100.0,0.0,7.4
Kamareddy,Pedda Kodapgal,01-Jun-21,0.0,24.6,36.9,45.7,81.5,0.0,8.0
Kamareddy,Pedda Kodapgal,02-Jun-21,25.0,22.8,36.3,51.6,100.0,0.0,9.1
Kamareddy,Pedda Kodapgal,03-Jun-21,1.3,22.9,34.6,54.9,100.0,0.0,12.1
Kamareddy,Pedda Kodapgal,04-Jun-21,0.0,24.7,30.9,55.8,100.0,0.0,5.8
Kamareddy,Pedda Kodapgal,05-Jun-21,23.0,21.5,33.0,50.6,100.0,0.0,13.0
Kamareddy,Pedda Kodapgal,06-Jun-21,14.8,22.7,32.1,59.7,100.0,0.0,15.2
Kamareddy,Pedda Kodapgal,07-Jun-21,0.0,25.2,32.7,55.3,100.0,0.1,9.0
Kamareddy,Pedda Kodapgal,08-Jun-21,30.5,22.6,32.7,54.5,100.0,0.0,6.5
Kamareddy,Pedda Kodapgal,09-Jun-21,1.0,24.2,34.2,45.9,100.0,0.0,8.6
Kamareddy,Pedda Kodapgal,10-Jun-21,0.5,24.0,32.5,57.9,100.0,0.6,7.7
Kamareddy,Pedda Kodapgal,11-Jun-21,87.3,21.7,32.5,61.8,100.0,0.3,12.5
Kamareddy,Pedda Kodapgal,12-Jun-21,0.0,22.9,29.5,74.7,93.9,0.0,6.7
Kamareddy,Pedda Kodapgal,13-Jun-21,7.8,22.8,32.1,67.1,94.9,0.9,9.6
